batsmen,bowler,balls,delivery,0s,1s,2s,3s,4s,5s,6s
JH Kallis,MR Marsh,13,2,1,1,1,1,1,0,1
JH Kallis,MR Marsh,13,3,1,1,1,1,1,0,1
JH Kallis,MR Marsh,13,4,2,1,1,1,1,0,1
JH Kallis,MR Marsh,13,5,2,1,1,1,1,0,1
JH Kallis,MR Marsh,13,6,1,1,1,1,1,0,1
JH Kallis,MR Marsh,13,7,2,1,1,1,1,0,1
JH Kallis,MS Gony,26,1,2,1,1,1,3,0,1
JH Kallis,MS Gony,26,2,2,1,1,1,1,0,1
JH Kallis,MS Gony,26,3,3,1,1,1,1,0,1
JH Kallis,MS Gony,26,4,4,1,1,1,1,0,1
JH Kallis,MS Gony,26,5,1,1,1,1,1,0,1
JH Kallis,MS Gony,26,6,2,1,1,1,1,0,1
JH Kallis,MS Gony,26,7,1,2,1,1,1,0,1
JH Kallis,MS Gony,26,8,1,2,1,1,1,0,1
JH Kallis,Mitchell Johnson,24,1,3,2,1,1,1,0,1
JH Kallis,Mitchell Johnson,24,2,4,2,1,1,1,0,1
JH Kallis,Mitchell Johnson,24,3,2,2,1,1,2,0,1
JH Kallis,Mitchell Johnson,24,4,2,2,1,1,2,0,1
JH Kallis,Mitchell Johnson,24,5,2,1,1,1,2,0,1
JH Kallis,Mitchell Johnson,24,6,1,1,1,1,1,0,1
JH Kallis,Mitchell Johnson,24,7,1,1,1,1,1,0,1
JH Kallis,Mohammad Asif,8,1,1,1,1,1,1,0,1
JH Kallis,Mohammad Asif,8,2,1,1,1,1,1,0,1
JH Kallis,Mohammad Asif,8,3,1,1,1,1,1,0,1
JH Kallis,Mohammad Asif,8,4,1,1,1,1,1,0,1
JH Kallis,Mohammad Asif,8,5,1,1,1,1,1,0,1
JH Kallis,Mohammad Asif,8,6,1,1,1,1,1,0,1
JH Kallis,Mohammed Shami,2,1,1,1,1,1,1,0,1
JH Kallis,Mohammed Shami,2,2,1,1,1,1,1,0,1
JH Kallis,Mohit Sharma,5,2,1,1,1,1,1,0,1
JH Kallis,Mohit Sharma,5,4,1,1,1,1,1,0,1
JH Kallis,Mohit Sharma,5,5,1,1,1,1,1,0,1
JH Kallis,Mohit Sharma,5,6,1,1,1,1,1,0,1
JH Kallis,ND Doshi,7,1,1,1,1,1,1,0,1
JH Kallis,ND Doshi,7,2,1,1,1,1,1,0,1
JH Kallis,ND Doshi,7,3,1,1,1,1,1,0,1
JH Kallis,ND Doshi,7,4,1,1,1,1,1,0,1
JH Kallis,ND Doshi,7,6,1,1,1,1,1,0,1
JH Kallis,NLTC Perera,11,1,1,2,1,1,1,0,1
JH Kallis,NLTC Perera,11,3,1,3,1,1,1,0,1
JH Kallis,NLTC Perera,11,5,1,3,1,1,1,0,1
JH Kallis,NLTC Perera,11,6,1,2,1,1,1,0,1
JH Kallis,NLTC Perera,11,7,1,1,1,1,1,0,1
JH Kallis,P Amarnath,4,1,1,1,1,1,1,0,1
JH Kallis,P Amarnath,4,2,1,1,1,1,1,0,1
JH Kallis,P Amarnath,4,3,1,1,1,1,1,0,1
JH Kallis,P Amarnath,4,5,1,1,1,1,1,0,1
JH Kallis,P Kumar,13,1,1,1,1,1,1,0,1
JH Kallis,P Kumar,13,2,3,1,1,1,1,0,1
JH Kallis,P Kumar,13,3,1,3,1,1,1,0,1
JH Kallis,P Kumar,13,4,1,3,1,1,1,0,1
JH Kallis,P Kumar,13,5,1,1,1,1,1,0,1
JH Kallis,P Kumar,13,6,1,1,1,1,1,0,1
JH Kallis,P Parameswaran,8,1,1,1,1,1,1,0,1
JH Kallis,P Parameswaran,8,2,1,1,1,1,1,0,1
JH Kallis,P Parameswaran,8,3,1,1,1,1,1,0,1
JH Kallis,P Parameswaran,8,4,1,1,1,1,1,0,1
JH Kallis,P Parameswaran,8,5,1,1,1,1,1,0,1
JH Kallis,P Parameswaran,8,6,1,2,1,1,1,0,1
JH Kallis,PP Ojha,84,1,6,5,3,1,1,0,1
JH Kallis,PP Ojha,84,2,8,8,3,1,1,0,1
JH Kallis,PP Ojha,84,3,5,8,1,1,1,1,1
JH Kallis,PP Ojha,84,4,5,3,1,1,1,1,1
JH Kallis,PP Ojha,84,5,4,6,3,1,1,1,1
JH Kallis,PP Ojha,84,6,6,4,3,1,1,1,1
JH Kallis,PV Tambe,3,2,1,4,3,1,1,1,1
JH Kallis,PV Tambe,3,3,1,1,3,1,1,1,1
JH Kallis,PV Tambe,3,5,1,1,3,1,1,1,1
JH Kallis,Parvez Rasool,5,1,1,1,3,1,1,1,1
JH Kallis,Parvez Rasool,5,2,1,1,3,1,1,1,1
JH Kallis,Parvez Rasool,5,3,1,1,3,1,1,1,1
JH Kallis,Parvez Rasool,5,5,1,1,3,1,1,1,1
JH Kallis,Parvez Rasool,5,6,1,1,3,1,1,1,1
JH Kallis,Pawan Negi,13,1,1,1,3,1,1,1,1
JH Kallis,Pawan Negi,13,2,1,1,3,1,1,1,1
JH Kallis,Pawan Negi,13,3,2,1,3,1,1,1,1
JH Kallis,Pawan Negi,13,4,1,1,3,1,1,1,1
JH Kallis,Pawan Negi,13,5,2,1,3,1,1,1,1
JH Kallis,Pawan Negi,13,6,1,2,3,1,1,1,1
JH Kallis,Piyush Chawla,38,1,4,1,1,1,1,1,1
JH Kallis,Piyush Chawla,38,2,4,3,1,1,1,1,1
JH Kallis,Piyush Chawla,38,3,2,3,1,1,1,1,1
JH Kallis,Piyush Chawla,38,4,3,3,1,1,1,1,1
JH Kallis,Piyush Chawla,38,5,1,2,1,1,1,1,1
JH Kallis,Piyush Chawla,38,6,1,6,1,1,1,1,1
JH Kallis,Piyush Chawla,38,7,1,1,1,1,1,1,1
JH Kallis,Pradeep Sangwan,29,1,1,2,1,1,1,1,1
JH Kallis,Pradeep Sangwan,29,2,2,1,1,1,1,1,1
JH Kallis,Pradeep Sangwan,29,3,3,2,1,1,1,1,1
JH Kallis,Pradeep Sangwan,29,4,3,2,1,1,2,1,1
JH Kallis,Pradeep Sangwan,29,5,3,1,1,1,2,1,1
JH Kallis,Pradeep Sangwan,29,6,2,2,1,1,2,1,1
JH Kallis,Pradeep Sangwan,29,7,1,1,1,1,2,1,1
JH Kallis,Pradeep Sangwan,29,8,1,1,1,1,2,1,1
JH Kallis,Pradeep Sangwan,29,9,1,1,1,1,2,1,1
JH Kallis,R Bhatia,17,1,1,4,1,1,2,1,1
JH Kallis,R Bhatia,17,2,1,1,1,1,2,1,1
JH Kallis,R Bhatia,17,3,1,1,1,1,2,1,1
JH Kallis,R Bhatia,17,4,1,2,1,1,2,1,1
JH Kallis,R Bhatia,17,5,1,2,1,1,1,1,1
JH Kallis,R Bhatia,17,6,1,1,1,1,1,1,1
JH Kallis,R McLaren,6,1,1,1,1,1,1,1,1
JH Kallis,R McLaren,6,2,1,1,1,1,1,1,1
JH Kallis,R McLaren,6,3,1,1,1,1,1,1,1
JH Kallis,R McLaren,6,4,1,1,1,1,1,1,1
JH Kallis,R McLaren,6,6,1,1,1,1,1,1,1
JH Kallis,R Rampaul,16,1,2,1,1,1,1,1,1
JH Kallis,R Rampaul,16,2,1,1,1,1,1,1,1
JH Kallis,R Rampaul,16,3,2,1,1,1,1,1,1
JH Kallis,R Rampaul,16,4,1,1,1,1,1,1,1
JH Kallis,R Rampaul,16,5,1,1,1,1,1,1,1
JH Kallis,R Rampaul,16,6,2,1,1,1,1,1,1
JH Kallis,R Rampaul,16,7,1,1,1,1,1,1,1
JH Kallis,R Shukla,2,3,1,1,1,1,1,1,1
JH Kallis,R Shukla,2,4,1,1,1,1,1,1,1
JH Kallis,R Vinay Kumar,26,1,1,4,2,1,1,1,1
JH Kallis,R Vinay Kumar,26,2,4,1,2,1,1,1,1
JH Kallis,R Vinay Kumar,26,3,2,1,1,1,1,1,1
JH Kallis,R Vinay Kumar,26,4,2,2,1,1,1,1,1
JH Kallis,R Vinay Kumar,26,5,2,1,1,1,1,1,1
JH Kallis,R Vinay Kumar,26,6,2,3,1,1,1,1,1
JH Kallis,RJ Harris,43,1,3,1,1,1,1,1,1
JH Kallis,RJ Harris,43,2,4,1,1,1,1,1,1
JH Kallis,RJ Harris,43,3,3,1,1,1,3,1,1
JH Kallis,RJ Harris,43,4,6,1,1,1,3,1,1
JH Kallis,RJ Harris,43,5,6,1,1,1,3,1,1
JH Kallis,RJ Harris,43,6,4,1,1,1,1,1,1
JH Kallis,RJ Harris,43,7,1,3,1,1,1,1,1
JH Kallis,RP Singh,49,1,5,2,1,1,2,1,1
JH Kallis,RP Singh,49,2,3,3,1,1,4,1,1
JH Kallis,RP Singh,49,3,7,1,1,1,1,1,1
JH Kallis,RP Singh,49,4,3,3,1,1,1,1,1
JH Kallis,RP Singh,49,5,4,2,1,1,1,1,1
JH Kallis,RP Singh,49,6,3,1,1,1,1,1,1
JH Kallis,RP Singh,49,7,3,1,1,1,1,1,1
JH Kallis,RR Powar,2,2,3,1,1,1,1,1,1
JH Kallis,RR Powar,2,4,3,1,1,1,1,1,1
JH Kallis,RS Bopara,10,1,3,1,1,1,1,1,1
JH Kallis,RS Bopara,10,3,2,1,1,1,1,1,1
JH Kallis,RS Bopara,10,4,2,2,1,1,1,1,1
JH Kallis,RS Bopara,10,5,1,2,1,1,1,1,1
JH Kallis,RS Bopara,10,6,1,1,1,1,1,1,1
JH Kallis,RS Gavaskar,4,1,1,1,1,1,1,1,1
JH Kallis,RS Gavaskar,4,2,1,1,1,1,1,1,1
JH Kallis,RS Gavaskar,4,3,1,1,1,1,1,1,1
JH Kallis,RS Gavaskar,4,6,1,1,1,1,1,1,1
JH Kallis,RV Gomez,6,1,1,1,1,1,1,1,1
JH Kallis,RV Gomez,6,2,1,1,1,1,1,1,1
JH Kallis,RV Gomez,6,4,1,1,1,1,1,1,1
JH Kallis,RV Gomez,6,5,1,1,1,1,1,1,1
JH Kallis,RV Gomez,6,6,1,1,1,1,1,1,1
JH Kallis,RW Price,7,1,1,2,1,1,1,1,1
JH Kallis,RW Price,7,3,1,2,1,1,1,1,1
JH Kallis,RW Price,7,4,1,1,1,1,1,1,1
JH Kallis,RW Price,7,5,1,1,1,1,1,1,1
JH Kallis,RW Price,7,6,1,1,1,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,1,1,4,1,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,2,3,1,2,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,3,5,1,2,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,4,2,7,2,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,5,1,1,2,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,6,2,4,2,1,1,1,1
JH Kallis,Ravichandran Ashwin,40,7,2,4,2,1,1,1,1
JH Kallis,Ravindra Jadeja,24,1,1,1,2,1,1,1,1
JH Kallis,Ravindra Jadeja,24,2,1,4,2,1,1,1,1
JH Kallis,Ravindra Jadeja,24,3,1,1,1,1,1,1,1
JH Kallis,Ravindra Jadeja,24,4,3,3,1,1,1,1,1
JH Kallis,Ravindra Jadeja,24,5,2,1,1,1,1,1,1
JH Kallis,Ravindra Jadeja,24,6,2,3,1,1,1,1,1
JH Kallis,Rohit Sharma,1,2,1,3,1,1,1,1,1
JH Kallis,S Aravind,1,3,1,1,1,1,1,1,1
JH Kallis,S Narwal,13,1,2,1,1,1,1,1,1
JH Kallis,S Narwal,13,2,1,1,1,1,1,1,1
JH Kallis,S Narwal,13,3,2,1,1,1,1,1,1
JH Kallis,S Narwal,13,4,1,1,1,1,1,1,1
JH Kallis,S Narwal,13,5,1,1,1,1,1,1,1
JH Kallis,S Narwal,13,6,1,2,1,1,1,1,1
JH Kallis,S Randiv,14,1,1,2,1,1,1,1,1
JH Kallis,S Randiv,14,2,1,1,1,1,1,1,1
JH Kallis,S Randiv,14,3,1,2,1,1,1,1,1
JH Kallis,S Randiv,14,4,1,2,1,1,1,1,1
JH Kallis,S Randiv,14,5,2,2,1,1,1,1,1
JH Kallis,S Randiv,14,6,2,1,1,1,1,1,1
JH Kallis,S Randiv,14,7,2,1,1,1,1,1,1
JH Kallis,S Sreesanth,30,1,3,1,1,1,1,1,1
JH Kallis,S Sreesanth,30,2,5,1,1,1,1,1,1
JH Kallis,S Sreesanth,30,3,5,2,1,1,3,1,1
JH Kallis,S Sreesanth,30,4,3,1,1,1,3,1,1
JH Kallis,S Sreesanth,30,5,1,2,1,1,3,1,1
JH Kallis,S Sreesanth,30,6,2,2,1,1,3,1,1
JH Kallis,S Sreesanth,30,7,3,2,1,1,3,1,1
JH Kallis,S Sreesanth,30,8,1,2,1,1,3,1,1
JH Kallis,S Sreesanth,30,9,1,2,1,1,3,1,1
JH Kallis,S Tyagi,3,1,1,1,1,1,3,1,1
JH Kallis,S Tyagi,3,6,1,1,1,1,3,1,1
JH Kallis,SB Bangar,6,1,1,1,1,1,3,1,1
JH Kallis,SB Bangar,6,2,1,1,1,1,3,1,1
JH Kallis,SB Bangar,6,3,1,1,1,1,3,1,1
JH Kallis,SB Bangar,6,4,1,1,1,1,3,1,1
JH Kallis,SB Bangar,6,6,1,1,1,1,1,1,1
JH Kallis,SB Jakati,46,1,1,5,1,1,2,1,1
JH Kallis,SB Jakati,46,2,3,3,1,1,2,1,1
JH Kallis,SB Jakati,46,3,3,3,2,1,2,1,1
JH Kallis,SB Jakati,46,4,4,7,2,1,2,1,1
JH Kallis,SB Jakati,46,5,2,3,2,1,1,1,1
JH Kallis,SB Jakati,46,6,2,3,2,1,1,1,1
JH Kallis,SC Ganguly,15,1,1,3,1,1,1,1,1
JH Kallis,SC Ganguly,15,2,2,1,1,1,1,1,1
JH Kallis,SC Ganguly,15,3,1,2,1,1,1,1,1
JH Kallis,SC Ganguly,15,4,1,2,1,1,1,1,1
JH Kallis,SC Ganguly,15,5,1,2,1,1,1,1,1
JH Kallis,SC Ganguly,15,6,1,1,1,1,1,1,1
JH Kallis,SC Ganguly,15,7,1,1,1,1,1,1,1
JH Kallis,SJ Srivastava,1,1,1,1,1,1,1,1,1
JH Kallis,SK Trivedi,30,1,1,4,1,1,1,1,1
JH Kallis,SK Trivedi,30,2,3,1,1,1,1,1,1
JH Kallis,SK Trivedi,30,3,3,1,1,1,1,1,1
JH Kallis,SK Trivedi,30,4,3,4,1,1,2,1,1
JH Kallis,SK Trivedi,30,5,3,3,1,1,2,1,1
JH Kallis,SK Trivedi,30,6,3,2,1,1,2,1,1
JH Kallis,SK Trivedi,30,7,3,1,1,1,2,1,1
JH Kallis,SK Warne,23,1,2,2,1,1,2,1,1
JH Kallis,SK Warne,23,2,1,2,1,1,2,1,1
JH Kallis,SK Warne,23,3,2,2,1,1,1,1,1
JH Kallis,SK Warne,23,4,1,3,1,1,1,1,1
JH Kallis,SK Warne,23,5,3,3,1,1,1,1,1
JH Kallis,SK Warne,23,6,3,5,1,1,1,1,1
JH Kallis,SL Malinga,64,1,6,4,1,1,1,1,1
JH Kallis,SL Malinga,64,2,4,5,1,1,3,1,1
JH Kallis,SL Malinga,64,3,3,3,1,1,3,1,1
JH Kallis,SL Malinga,64,4,3,5,1,1,3,1,1
JH Kallis,SL Malinga,64,5,5,4,1,1,1,1,1
JH Kallis,SL Malinga,64,6,2,4,1,1,3,1,1
JH Kallis,SL Malinga,64,7,1,4,1,1,1,1,1
JH Kallis,SL Malinga,64,8,1,4,1,1,1,1,1
JH Kallis,SM Pollock,3,1,1,1,1,1,1,1,1
JH Kallis,SM Pollock,3,4,1,1,1,1,1,1,1
JH Kallis,SM Pollock,3,5,1,1,1,1,1,1,1
JH Kallis,SR Tendulkar,3,1,1,1,1,1,1,1,1
JH Kallis,SR Tendulkar,3,4,1,1,1,1,1,1,1
JH Kallis,SR Tendulkar,3,6,1,1,1,1,1,1,1
JH Kallis,ST Jayasuriya,19,1,1,3,2,1,1,1,1
JH Kallis,ST Jayasuriya,19,2,2,1,2,1,1,1,1
JH Kallis,ST Jayasuriya,19,3,2,3,2,1,1,1,1
JH Kallis,ST Jayasuriya,19,4,1,1,2,1,1,1,1
JH Kallis,ST Jayasuriya,19,5,1,3,2,1,1,1,1
JH Kallis,ST Jayasuriya,19,6,1,2,2,1,1,1,1
JH Kallis,SW Tait,2,1,1,2,2,1,1,1,1
JH Kallis,SW Tait,2,2,1,2,2,1,1,1,1
JH Kallis,Shahbaz Nadeem,12,1,1,2,2,1,1,1,1
JH Kallis,Shahbaz Nadeem,12,2,1,2,2,1,1,1,1
JH Kallis,Shahbaz Nadeem,12,3,1,2,2,1,1,1,1
JH Kallis,Shahbaz Nadeem,12,4,1,1,2,1,1,1,1
JH Kallis,Shahbaz Nadeem,12,5,1,1,2,1,1,1,1
JH Kallis,Shahbaz Nadeem,12,6,1,1,2,1,1,1,1
JH Kallis,Shane Watson,26,1,1,1,2,1,2,1,1
JH Kallis,Shane Watson,26,2,1,1,1,1,1,1,1
JH Kallis,Shane Watson,26,3,2,3,1,1,1,1,1
JH Kallis,Shane Watson,26,4,1,2,1,1,1,1,1
JH Kallis,Shane Watson,26,5,4,2,1,1,1,1,1
JH Kallis,Shane Watson,26,6,1,3,1,1,1,1,1
JH Kallis,Shikhar Dhawan,3,2,1,1,1,1,1,1,1
JH Kallis,Shikhar Dhawan,3,5,1,1,1,1,1,1,1
JH Kallis,Shikhar Dhawan,3,6,1,1,1,1,1,1,1
JH Kallis,Shoaib Malik,3,2,1,1,1,1,1,1,1
JH Kallis,Shoaib Malik,3,3,1,1,1,1,1,1,1
JH Kallis,Shoaib Malik,3,6,1,1,1,1,1,1,1
JH Kallis,Sohail Tanvir,5,1,1,1,1,1,1,1,1
JH Kallis,Sohail Tanvir,5,2,1,1,1,1,1,1,1
JH Kallis,Sohail Tanvir,5,3,1,1,1,1,1,1,1
JH Kallis,Sohail Tanvir,5,4,1,1,1,1,1,1,1
JH Kallis,Sohail Tanvir,5,5,1,1,1,1,1,1,1
JH Kallis,Stuart Binny,1,3,1,1,1,1,1,1,1
JH Kallis,Suresh Raina,5,1,1,1,1,1,1,1,1
JH Kallis,Suresh Raina,5,2,1,1,1,1,1,1,1
JH Kallis,Suresh Raina,5,3,1,1,1,1,1,1,1
JH Kallis,Suresh Raina,5,4,1,1,1,1,1,1,1
JH Kallis,Suresh Raina,5,6,1,1,1,1,1,1,1
JH Kallis,T Thushara,9,1,1,1,1,1,1,1,1
JH Kallis,T Thushara,9,2,1,1,1,1,1,1,1
JH Kallis,T Thushara,9,3,1,1,1,1,1,1,1
JH Kallis,T Thushara,9,4,1,1,1,1,1,1,1
JH Kallis,T Thushara,9,5,1,1,1,1,1,1,1
JH Kallis,T Thushara,9,6,1,1,1,1,1,1,1
JH Kallis,TM Dilshan,9,1,1,1,1,1,1,1,1
JH Kallis,TM Dilshan,9,2,1,1,1,1,1,1,1
JH Kallis,TM Dilshan,9,3,1,2,1,1,1,1,1
JH Kallis,TM Dilshan,9,4,1,2,1,1,1,1,1
JH Kallis,TM Dilshan,9,5,1,1,1,1,1,1,1
JH Kallis,TM Dilshan,9,6,1,1,1,1,1,1,1
JH Kallis,TM Dilshan,9,7,1,1,1,1,1,1,1
JH Kallis,Tim Southee,9,1,2,1,1,1,1,1,1
JH Kallis,Tim Southee,9,2,2,1,1,1,1,1,1
JH Kallis,Tim Southee,9,3,1,1,1,1,1,1,1
JH Kallis,Tim Southee,9,4,1,1,1,1,1,1,1
JH Kallis,Tim Southee,9,5,1,1,1,1,1,1,1
JH Kallis,Umesh Yadav,44,1,3,2,1,1,1,1,1
JH Kallis,Umesh Yadav,44,2,4,2,1,1,1,1,1
JH Kallis,Umesh Yadav,44,3,4,2,1,1,1,1,1
JH Kallis,Umesh Yadav,44,4,2,4,1,1,2,1,1
JH Kallis,Umesh Yadav,44,5,2,2,1,1,2,1,1
JH Kallis,Umesh Yadav,44,6,4,1,1,1,1,1,1
JH Kallis,Umesh Yadav,44,7,3,1,1,1,1,1,1
JH Kallis,V Pratap Singh,2,3,3,1,1,1,1,1,1
JH Kallis,V Pratap Singh,2,6,3,1,1,1,1,1,1
JH Kallis,V Sehwag,4,1,3,1,1,1,1,1,1
JH Kallis,V Sehwag,4,3,1,1,1,1,1,1,1
JH Kallis,V Sehwag,4,5,1,1,1,1,1,1,1
JH Kallis,V Sehwag,4,6,1,1,1,1,1,1,1
JH Kallis,VR Aaron,12,1,1,1,1,1,1,1,1
JH Kallis,VR Aaron,12,2,1,2,1,1,1,1,1
JH Kallis,VR Aaron,12,3,1,2,1,1,1,1,1
JH Kallis,VR Aaron,12,4,1,2,1,1,1,1,1
JH Kallis,VR Aaron,12,5,2,2,1,1,1,1,1
JH Kallis,VR Aaron,12,6,2,1,1,1,1,1,1
JH Kallis,VRV Singh,2,5,2,1,1,1,1,1,1
JH Kallis,VRV Singh,2,6,2,1,1,1,1,1,1
JH Kallis,VS Malik,2,4,2,1,1,1,1,1,1
JH Kallis,VS Malik,2,5,2,1,1,1,1,1,1
JH Kallis,VY Mahesh,22,1,2,1,1,1,1,1,1
JH Kallis,VY Mahesh,22,2,1,3,1,1,1,1,1
JH Kallis,VY Mahesh,22,3,2,3,1,1,1,1,1
JH Kallis,VY Mahesh,22,4,2,1,1,1,1,1,1
JH Kallis,VY Mahesh,22,5,2,2,1,1,1,1,1
JH Kallis,VY Mahesh,22,6,2,3,1,1,1,1,1
JH Kallis,Virat Kohli,2,2,2,1,1,1,1,1,1
JH Kallis,Virat Kohli,2,4,2,1,1,1,1,1,1
JH Kallis,WD Parnell,9,3,1,1,1,1,1,1,1
JH Kallis,WD Parnell,9,4,2,1,1,1,1,1,1
JH Kallis,WD Parnell,9,5,1,1,1,1,1,1,1
JH Kallis,WD Parnell,9,6,1,1,1,1,1,1,1
JH Kallis,WD Parnell,9,7,1,1,1,1,1,1,1
JH Kallis,WPUJC Vaas,12,1,2,1,1,1,1,1,1
JH Kallis,WPUJC Vaas,12,2,1,1,1,1,1,1,1
JH Kallis,WPUJC Vaas,12,3,2,1,1,1,1,1,1
JH Kallis,WPUJC Vaas,12,4,1,1,1,1,1,1,1
JH Kallis,WPUJC Vaas,12,5,1,1,1,1,2,1,1
JH Kallis,WPUJC Vaas,12,6,1,1,1,1,2,1,1
JH Kallis,Y Nagar,4,1,1,1,1,1,2,1,1
JH Kallis,Y Nagar,4,2,1,1,1,1,2,1,1
JH Kallis,Y Nagar,4,6,1,2,1,1,2,1,1
JH Kallis,YA Abdulla,24,1,1,2,1,1,1,1,1
JH Kallis,YA Abdulla,24,2,2,1,1,1,1,1,1
JH Kallis,YA Abdulla,24,3,2,2,1,1,1,1,1
JH Kallis,YA Abdulla,24,4,2,2,1,1,1,1,1
JH Kallis,YA Abdulla,24,5,2,2,1,1,1,1,1
JH Kallis,YA Abdulla,24,6,4,1,1,1,1,1,1
JH Kallis,YA Abdulla,24,7,1,1,1,1,1,1,1
JH Kallis,Yuvraj Singh,25,1,2,1,1,1,2,1,1
JH Kallis,Yuvraj Singh,25,2,2,2,1,1,1,1,1
JH Kallis,Yuvraj Singh,25,3,2,2,1,1,1,1,1
JH Kallis,Yuvraj Singh,25,4,1,2,1,1,1,1,1
JH Kallis,Yuvraj Singh,25,5,1,1,1,1,1,1,1
JH Kallis,Yuvraj Singh,25,6,1,1,1,1,1,1,1
JH Kallis,Yuvraj Singh,25,7,1,1,1,1,1,1,1
JH Kallis,Yuzvendra Chahal,18,1,1,1,2,1,1,1,1
JH Kallis,Yuzvendra Chahal,18,2,3,1,1,1,1,1,1
JH Kallis,Yuzvendra Chahal,18,3,1,2,1,1,1,1,1
JH Kallis,Yuzvendra Chahal,18,4,1,1,1,1,1,1,1
JH Kallis,Yuzvendra Chahal,18,5,1,2,1,1,1,1,1
JH Kallis,Yuzvendra Chahal,18,6,1,1,1,1,1,1,1
JH Kallis,Z Khan,69,1,6,2,1,1,3,1,1
JH Kallis,Z Khan,69,2,5,4,1,1,3,1,1
JH Kallis,Z Khan,69,3,4,2,1,1,1,1,1
JH Kallis,Z Khan,69,4,6,3,1,1,1,1,1
JH Kallis,Z Khan,69,5,3,5,1,1,3,1,1
JH Kallis,Z Khan,69,6,6,4,1,1,1,1,1
JH Kallis,Z Khan,69,7,1,4,1,1,1,1,1
JH Kallis,Z Khan,69,8,1,4,1,1,1,1,1
JH Kallis,Z Khan,69,9,1,4,1,1,1,1,1
JJ van der Wath,DW Steyn,1,6,1,0,0,0,0,0,0
JJ van der Wath,JA Morkel,5,3,1,0,0,0,0,0,1
JJ van der Wath,JA Morkel,5,4,1,0,0,0,0,0,1
JJ van der Wath,JA Morkel,5,5,1,0,0,0,0,0,1
JJ van der Wath,JA Morkel,5,6,1,0,0,0,0,0,1
JJ van der Wath,JA Morkel,5,7,1,1,0,0,0,0,1
JJ van der Wath,PC Valthaty,3,3,1,1,1,0,0,0,1
JJ van der Wath,PC Valthaty,3,4,1,1,1,0,0,0,1
JJ van der Wath,PC Valthaty,3,5,1,1,1,0,0,0,1
JJ van der Wath,Piyush Chawla,2,1,1,1,1,0,0,0,1
JJ van der Wath,Piyush Chawla,2,3,1,1,1,0,0,0,1
JJ van der Wath,S Randiv,1,6,1,1,1,0,0,0,1
JJ van der Wath,Tim Southee,5,1,1,1,1,0,0,0,1
JJ van der Wath,Tim Southee,5,3,1,1,1,0,0,0,1
JJ van der Wath,Tim Southee,5,5,1,1,1,0,1,0,1
JJ van der Wath,Tim Southee,5,6,1,1,1,0,1,0,1
JM Kemp,Amit Mishra,3,4,1,0,0,0,0,0,0
JM Kemp,Amit Mishra,3,5,1,1,0,0,0,0,0
JM Kemp,Amit Mishra,3,7,1,1,0,0,0,0,0
JM Kemp,DP Nannes,4,1,1,1,0,0,0,0,0
JM Kemp,DP Nannes,4,2,1,1,0,0,0,0,0
JM Kemp,DP Nannes,4,3,1,1,0,0,0,0,0
JM Kemp,DP Nannes,4,5,1,1,0,0,0,0,0
JM Kemp,Jaskaran Singh,3,1,1,1,0,0,0,0,0
JM Kemp,Jaskaran Singh,3,2,1,1,0,0,1,0,0
JM Kemp,Jaskaran Singh,3,3,1,1,0,1,1,0,0
JM Kemp,PP Ojha,12,1,1,1,1,1,1,0,0
JM Kemp,PP Ojha,12,2,1,1,1,1,1,0,0
JM Kemp,PP Ojha,12,3,1,1,1,1,1,0,0
JM Kemp,PP Ojha,12,4,1,1,1,1,1,0,1
JM Kemp,PP Ojha,12,5,2,1,1,1,1,0,1
JM Kemp,PP Ojha,12,6,2,1,1,1,1,0,1
JM Kemp,Rohit Sharma,1,3,2,1,1,1,1,0,1
JM Kemp,TM Dilshan,2,3,2,1,1,1,1,0,1
JM Kemp,TM Dilshan,2,6,1,1,1,1,1,0,1
JO Holder,Bhuvneshwar Kumar,4,1,1,0,0,0,0,0,0
JO Holder,Bhuvneshwar Kumar,4,5,1,1,0,0,0,0,0
JO Holder,Bhuvneshwar Kumar,4,6,1,1,1,0,0,0,0
JO Holder,Chris Morris,1,2,1,1,1,0,0,0,0
JO Holder,Dwayne Bravo,8,1,1,1,1,0,0,0,0
JO Holder,Dwayne Bravo,8,2,1,1,1,0,0,0,0
JO Holder,Dwayne Bravo,8,3,1,1,1,0,1,0,0
JO Holder,Dwayne Bravo,8,4,1,1,1,0,1,0,0
JO Holder,Dwayne Bravo,8,6,1,1,1,0,1,0,1
JO Holder,Dwayne Bravo,8,7,1,1,1,0,1,0,1
JO Holder,Mustafizur Rahman,6,2,1,1,1,0,1,0,1
JO Holder,Mustafizur Rahman,6,3,1,1,1,0,1,0,1
JO Holder,Mustafizur Rahman,6,4,1,1,1,0,1,0,1
JO Holder,Mustafizur Rahman,6,5,1,1,1,0,1,0,1
JO Holder,R Vinay Kumar,1,4,1,1,1,0,1,0,1
JO Holder,SB Jakati,1,6,1,1,1,0,1,0,1
JO Holder,Shakib Al Hasan,3,4,1,1,1,0,1,0,1
